,Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,age,Debut Age,Zodiac
198,Dami,Hong Dayoung,2001-06-07,ANS,2019-09-16,ANS,South Korea,,,,,,F,22.0,18.0,Gemini
199,Dami,Lee Yoobin,1997-03-07,Dreamcatcher,2017-01-13,Happy Face,South Korea,163.0,,Seoul,,Minx,F,27.0,19.0,Pisces
200,Damin,Kang Damin,2004-03-24,Queenz Eye,2022-10-24,Big Mountain,South Korea,166.0,42.0,Seoul,,,F,19.0,18.0,Aries
201,Damon,Hu Boohan,1996-07-02,VARSITY,2017-01-05,GKC,China,181.0,,,,,M,27.0,20.0,Cancer
202,Dana,Jang Dana,2003-12-25,HOT ISSUE,2017-05-17,FNC,South Korea,,,,,,F,20.0,13.0,Capricorn
203,Dan-a,Park Seungyeon,1993-06-26,Matilda,2016-03-18,Box,South Korea,,160.0,,,,F,30.0,22.0,Cancer
204,Daniel,Kang Daniel,1996-12-10,Wanna One,2017-08-07,YMC,South Korea,,,Busan,,,M,27.0,20.0,Sagittarius
205,Danielle,Mo Jihye,2005-04-11,NewJeans,2022-07-22,ADOR,South Korea,165.0,,Munsan,,,F,18.0,17.0,Aries
206,Dann,Jung Seungbo,1997-11-01,Kingdom,2021-02-18,GF,South Korea,178.0,,Ilsan,,VARSITY,M,26.0,23.0,Scorpio
207,Dany,Jeon Eunji,1998-01-20,Ho1iday,2013-04-26,LOEN,South Korea,,,,,,F,26.0,15.0,Aquarius
208,Daon,Ahn Seonil,2000-12-10,DUSTIN,2020-01-06,LPA,South Korea,,,,,,M,23.0,19.0,Sagittarius
209,Dara,Park Sandara,1984-11-12,2NE1,2009-05-06,YG,South Korea,,,,,,F,39.0,24.0,Scorpio
210,Daseul,Yang Daseul,2000-09-14,Maka Maka,2020-08-04,Dreamus,South Korea,,,,,,F,23.0,19.0,Virgo
211,Dasom,Lee Dasom,1993-11-13,2EYES,2013-07-20,SidusHQ,South Korea,164.0,,Cheongju,,,F,30.0,19.0,Scorpio
212,Dasom,Kim Dasom,1993-05-06,SISTAR,2010-03-06,Starship,South Korea,,,,,,F,30.0,16.0,Taurus
213,Dawon,Lee Dawon,1996-12-02,ARIAZ,2019-10-23,Rising Star,South Korea,,,,,,F,27.0,22.0,Sagittarius
214,Dawon,Lee Sanghyuk,1995-07-24,SF9,2016-10-05,FNC,South Korea,,,,,,M,28.0,21.0,Leo
215,Dawon,Cho Dawon,2000-05-12,VARSITY,2017-01-05,GKC,South Korea,183.0,69.0,,,,M,23.0,16.0,Taurus
216,Dawon,Nam Dawon,1997-03-16,WJSN,2016-02-25,Starship,South Korea,167.0,,Seoul,,,F,26.0,18.0,Pisces
217,Daye,Kim Hyunjung,1998-02-25,Berry Good,2014-05-21,Asia Bridge,South Korea,167.0,,,,,F,26.0,16.0,Pisces
218,Dayeon,Kim Dayeon,2003-03-02,Kep1er,2022-03-01,WakeOne,South Korea,158.0,,,,,F,21.0,18.0,Pisces
219,Dayeon,Hwang Da Kyeon,1995-11-17,XUM,2020-09-22,A100,South Korea,,,,,NeonPunch,F,28.0,24.0,Scorpio
220,Dayoung,Kim Dayoung,1991-02-02,Blady,2011-05-16,Star Planet,South Korea,,,Jeonju,,,F,33.0,20.0,Aquarius
221,Dayoung,Im Dayoung,1999-05-14,WJSN,2016-02-25,Starship,South Korea,161.0,,Jeju,WJSN Chocome,,F,24.0,16.0,Taurus
222,Dayun,Kim Dayun,2000-11-20,Bonus Baby,2017-01-01,Maroo,South Korea,164.0,,,,,F,23.0,16.0,Scorpio
223,Della,Park Sehyun,1995-09-03,Rockit Girl,2019-05-30,Rolling,South Korea,,,,,,F,28.0,23.0,Virgo
224,Denise,Kim Denise,2001-01-11,SECRET NUMBER,2020-05-19,Vine,South Korea,,,,,,F,23.0,19.0,Capricorn
225,Dey,Kim Sehyun,2003-06-11,YOUNITE,2022-04-20,Brand New,South Korea,,,,,,M,20.0,18.0,Gemini
226,Dia,Kwak Minnyeong,1999-09-03,Maka Maka,2020-08-04,Dreamus,South Korea,,,,,,F,24.0,20.0,Virgo
227,Dia,Choi Eunji,2001-07-16,Pixy,2021-02-24,ALLART,South Korea,165.0,,,,,F,22.0,19.0,Cancer
228,Dino,Lee Chan,1999-02-11,Seventeen,2015-05-26,Pledis,South Korea,167.0,54.0,Iksan,,,M,25.0,16.0,Aquarius
229,Dita,Dita Karang,1996-12-25,SECRET NUMBER,2020-05-19,Vine,Indonesia,,,Yogyakarta,,,F,27.0,23.0,Capricorn
230,DK,Kim Dokyun,1998-02-16,BLANK2Y,2022-05-24,Keystone,South Korea,,,,,,M,26.0,24.0,Aquarius
231,DK,Kim Donghyuk,1997-01-03,iKON,2015-09-15,YG,South Korea,,,,,,M,27.0,18.0,Capricorn
232,DK,Lee Seongmin,1997-02-18,Seventeen,2015-05-26,Pledis,South Korea,178.0,68.0,Yongin,,,M,27.0,18.0,Aquarius
233,Doa,Im Youngseo,2001-10-29,We;Na,2022-09-05,Shine E&M,South Korea,158.0,44.0,,,,F,22.0,20.0,Scorpio
234,Do-A,Choi Yuna,1999-02-02,ALICE,2017-07-01,IOK Company,South Korea,,,,,,F,25.0,18.0,Aquarius
235,Doah,Kim Doah,2003-12-04,FANATICS,2019-08-06,FENT,South Korea,163.0,42.0,,FANATICS FLAVOR,,F,20.0,15.0,Sagittarius
236,Doha,Na Gyumin,2004-03-07,BAE173,2020-11-19,PocketDol,South Korea,,,,,,M,20.0,16.0,Pisces
237,Doha,Park Doha,1992-03-27,XEED,2022-12-01,Nature Space,South Korea,175.0,65.0,Seoul,,,M,31.0,30.0,Aries
238,Dohee,Yoon Dohee,1999-09-24,,,,South Korea,,,,,NeonPunch,F,24.0,,Libra
239,Dohee,Kwon Dohee,2002-08-01,Cignature,2020-02-04,C9,South Korea,158.0,39.0,Seoul,,,F,21.0,17.0,Leo
240,Dohee,Min Dohee,1994-09-25,Tiny-G,2012-08-23,GNG,South Korea,152.0,39.0,,,,F,29.0,17.0,Libra
241,Dohwan,Gil Dohwan,2003-08-26,Ciipher,2021-03-15,Rain,South Korea,175.0,61.0,,,,M,20.0,17.0,Virgo
242,Dohyon,Nam Dohyon,2004-11-10,BAE173,2020-11-19,PocketDol,South Korea,180.0,62.0,,,X1,M,19.0,16.0,Scorpio
243,Dohyuk,Kim Dohyuk,1998-01-16,14U,2017-04-17,BG,South Korea,,,,,,M,26.0,19.0,Capricorn
244,Doi,Kim Doi,1994-04-12,FANATICS,2019-08-06,FENT,South Korea,170.0,,,,,F,29.0,25.0,Aries
245,Dojin,Jeon Yongtae,1997-03-07,ENOi,2019-04-19,KITHEWHALE,South Korea,181.0,61.0,,,,M,27.0,22.0,Pisces
246,Dokyun,Na Dokyun,1991-02-11,HISTORY,2013-04-26,LOEN,South Korea,184.0,65.0,Daejeon,,,M,33.0,22.0,Aquarius
247,Donggeon,Song Donggeon,1999-07-15,TOO,2020-04-01,n.CH,South Korea,,,,,,M,24.0,20.0,Cancer
248,Donghae,Lee Donghae,1986-10-15,Super Junior,2005-11-06,SM,South Korea,176.0,60.0,Mokpo,Super Junior-M,,M,37.0,19.0,Libra
249,Donghan,Kim Donghan,1998-07-03,WEi,2020-10-05,OUI,South Korea,,,Daegu,,JBJ,M,25.0,22.0,Cancer
250,Dongheon,Lee Dongheon,1995-08-04,Verivery,2019-09-01,Jellyfish,South Korea,,,,,,M,28.0,24.0,Leo
251,Donghun,Lee Donghun,1993-05-15,A.C.E,2017-05-23,Beat,South Korea,,,Suncheon,,,M,30.0,24.0,Taurus
252,Donghyuk,Park Donghyuk,1999-12-18,BLANK2Y,2022-05-24,Keystone,South Korea,178.0,61.0,,,ENOi,M,24.0,22.0,Sagittarius
253,Donghyun,Kim Donghyun,1998-09-17,AB6IX,2019-05-22,Brand New,South Korea,,,Daejeon,MXM,,M,25.0,20.0,Virgo
254,Donghyun,Kim Donghyun,1989-02-12,Boyfriend,2011-05-26,Starship,South Korea,178.0,60.0,Seoul,,,M,35.0,22.0,Aquarius
255,Donghyun,Kim Donghyun,1999-02-23,Golden Child,2017-08-28,Woollim,South Korea,,,,,,M,25.0,18.0,Pisces
256,Dongjun,Hwang Dongjun,1999-09-07,,,,South Korea,,,,,Ghost9,M,24.0,,Virgo
257,Dongjun,Kim Dongjun,1992-02-11,ZE:A,2010-01-07,Star Empire,South Korea,,,Busan,,,M,32.0,17.0,Aquarius
258,Dongkyu,Moon Dongkyu,1992-11-16,Spectrum,2018-05-09,WYNN,South Korea,,,,,,M,31.0,25.0,Scorpio
259,Dongmyeong,Son Dongmyeong,2000-01-20,Onewe,2019-01-09,RBW,South Korea,,,,,MAS,M,24.0,18.0,Aquarius
260,Dongpyo,Son Dongpyo,2002-09-09,Mirae,2021-03-17,DSP,South Korea,166.0,48.0,,,X1,M,21.0,18.0,Virgo
261,Dongwan,Kim Dongwan,1979-11-21,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,173.0,68.0,Pohang,,,M,44.0,18.0,Scorpio
262,Dongwon,Lee Dongwon,1994-01-01,KNK,2016-03-03,YNB,South Korea,184.0,,,,,M,30.0,22.0,Capricorn
263,Dongwoo,Jang Dongwoo,1990-11-22,Infinite,2010-06-09,Woollim,South Korea,171.0,58.0,Guri,Infinite H,,M,33.0,19.0,Sagittarius
264,Dongwoon,Son Dongwoon,1991-06-06,Highlight,2009-10-14,Around Us,South Korea,181.0,64.0,Busan,,Beast,M,32.0,18.0,Gemini
265,Dongyun,Kim Dongyun,2002-02-18,DRIPPIN,2020-10-26,Woollim,South Korea,177.0,61.0,,,,M,22.0,18.0,Aquarius
266,Doojoon,Yoon Doojoon,1989-07-04,Highlight,2009-10-14,Around Us,South Korea,177.0,66.0,Goyang,,Beast,M,34.0,20.0,Cancer
267,Doryun,Kim Doryun,2000-05-01,AIMERS,2022-11-17,Hyper Rhythm,South Korea,,,,,,M,23.0,22.0,Taurus
268,Dosie,Jang Eunseung,2000-02-11,Purple Kiss,2021-03-15,RBW,South Korea,,,,,,F,24.0,21.0,Aquarius
269,Douhyun,Yoo Douhyun,2000-12-25,Mirae,2021-03-17,DSP,South Korea,,,,,,M,23.0,20.0,Capricorn
270,Dowoon,Yoon Dowoon,1995-08-25,DAY6,2015-09-07,JYP,South Korea,,,,,,M,28.0,20.0,Virgo
271,Doyeon,Kim Doyeon,1999-12-04,Weki Meki,2017-08-08,Fantagio,South Korea,,,Incheon,I.O.I| WJMK,,F,24.0,17.0,Sagittarius
272,Doyoung,Kim Dongyoung,1996-02-01,NCT,2016-04-09,SM,South Korea,,,Guri,NCT U| NCT 127,,M,28.0,20.0,Aquarius
273,Doyoung,Kim Doyoung,2003-12-04,Treasure,2020-08-07,YG,South Korea,,,,,,M,20.0,16.0,Sagittarius
274,Duna,Kang Duna,2005-04-28,CSR,2022-07-27,A2Z,South Korea,,,Gangwon,,,F,18.0,17.0,Taurus
275,DY,Jeon Doyum,2002-02-21,JUST B,2021-06-30,Bluedot,South Korea,175.0,55.0,Daejeon,,1the9,M,22.0,19.0,Pisces
276,Dylan,Park Yeonjae,2002-07-26,D-CRUNCH,2018-08-06,All-S,South Korea,,,,,,M,21.0,16.0,Leo
277,E.Ji,Choi Jiwon,2000-11-08,ICHILLIN',2021-09-08,KM,South Korea,,,,,,F,23.0,20.0,Scorpio
278,E.sha,Kwon Yena,1998-12-29,X:IN,2023-04-11,Escrow,Australia,,,,,,F,25.0,24.0,Capricorn
279,E.sol,Jeon Jaehyuk,1992-09-17,14U,2017-04-17,BG,South Korea,,,,,,M,31.0,24.0,Virgo
280,E:U,Park Jiwon,1998-05-19,Everglow,2019-03-18,Yuehua,South Korea,,,,,,F,25.0,20.0,Taurus
281,E-Chan,Lee Changmin,1997-02-19,DKB,2020-02-03,Brave,South Korea,178.0,63.0,,,,M,27.0,22.0,Pisces
282,E'Dawn,Kim Hyojong,1994-06-01,,,,South Korea,,,,,PENTAGON,M,29.0,,Gemini
283,Eden,Jae Won,1998-03-27,NINE.i,2022-03-30,FirstOne,South Korea,,,,,,M,25.0,24.0,Aries
284,EJ,Kim Eunji,1997-08-13,ALICE,2017-07-01,IOK Company,South Korea,164.0,47.0,,,,F,26.0,19.0,Leo
285,Eli,Ellison Kim,1991-03-13,U-KISS,2008-08-28,NH Media,USA,,,Los Angeles,,,M,33.0,17.0,Pisces
286,Elkie,Chong Ting Yan,1998-11-02,,,,Hong Kong,163.0,45.0,Hong Kong,,CLC,F,25.0,,Scorpio
287,Ella,Kim Kyungjoo,1998-03-26,,,,South Korea,,,,,Cherry Bullet| Pixy,F,25.0,,Aries
288,Ellin,Kim Minyoung,1990-04-02,Crayon Pop,2012-07-18,Chrome,South Korea,165.0,44.0,Daegu,,,F,33.0,22.0,Aries
289,Elly,Jung Haerim,1998-07-20,Weki Meki,2017-08-08,Fantagio,South Korea,,,,,,F,25.0,19.0,Cancer
290,Ellyn,Bang Sunhee,2002-10-19,Girlkind,2018-01-16,Nextlevel,South Korea,,170.0,,,,F,21.0,15.0,Libra
291,Elva,Lee Yonghwa,2003-05-05,ILY:1,2022-04-04,FC ENM,South Korea,,,,,,F,20.0,18.0,Taurus
292,Eric,Moon Junghyuk,1979-02-16,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,180.0,70.0,Seoul,,,M,45.0,19.0,Aquarius
293,Eric,Son Youngjae,2000-12-22,The Boyz,2017-12-31,Cre.Ker,South Korea,171.0,56.0,,,,M,23.0,17.0,Capricorn
294,Eseo,Noh Hyunjung,1996-03-04,LUNARSOLAR,2020-09-02,J Planet,South Korea,161.0,,,,,F,28.0,24.0,Pisces
295,Eson,Kim Jungmin,1996-12-28,We In The Zone,2019-05-27,Choon,South Korea,177.0,63.0,Honolulu,,,M,27.0,22.0,Capricorn
296,E-tion,Lee Changyoon,1994-12-24,ONF,2017-08-02,WM,South Korea,,,Jeonju,,,M,29.0,22.0,Capricorn
297,Euaerin,Lee Hyemin,1988-05-03,,,,South Korea,174.0,48.0,Seoul,,9Muses,F,35.0,,Taurus
298,Euijin,Lee Euijin,1990-02-15,Bigflo,2014-07-19,HO,South Korea,,,Seoul,,,M,34.0,24.0,Aquarius
299,Euijin,Hong Euijin,1996-10-08,Sonamoo,2014-12-29,TS,South Korea,168.0,,Gwangju,UNI.T,,F,27.0,18.0,Libra
300,Eun,Choi Eunmi,1990-05-14,Two X,2012-08-20,J. Tune,South Korea,,,,,,F,33.0,22.0,Taurus
301,Euna,,2003-05-25,We;Na,2022-09-05,Shine E&M,South Korea,164.0,,,,,F,20.0,19.0,Gemini
302,EunB,Shin Eunbi,2000-09-17,Maka Maka,2020-08-04,Dreamus,South Korea,,,,,Lip Bubble,F,23.0,19.0,Virgo
303,EunB,Byun Eunbi,2000-11-23,PRECIOUS,2020-09-23,Umi,South Korea,164.0,49.0,Busan,,,F,23.0,19.0,Sagittarius
304,Eunbi,Kwon Eunbi,1995-09-27,IZ*ONE,2018-10-29,Off The Record,South Korea,,,Seoul,,,F,28.0,23.0,Libra
305,Eunbin,Kwon Eunbin,2000-01-06,CLC,2015-03-19,Cube,South Korea,167.0,48.0,Seoul,,,F,24.0,15.0,Capricorn
306,Eunchae,Son Eunchae,1999-10-06,bugAboo,2021-10-25,A team,South Korea,154.0,38.0,Pohang,,,F,24.0,22.0,Libra
307,Eunchae,Kwon Chaewon,1999-05-26,DIA,2015-07-14,MBK,South Korea,,,,,,F,24.0,16.0,Gemini
308,Eunchae,Hong Eunchae,2006-11-10,LE SSERAFIM,2022-05-02,Source,South Korea,172.0,,,,,F,17.0,15.0,Scorpio
309,Eunchan,Choi Byeongseop,2001-02-27,TEMPEST,2022-03-02,Yuehua,South Korea,184.0,,,,,M,23.0,21.0,Pisces
310,Eunha,Jung Eunbi,1997-05-30,VIVIZ,2022-02-09,Big Planet Made,South Korea,163.0,,Seoul,,Gfriend,F,26.0,24.0,Gemini
311,Eunho,Shin Donggeun,1992-09-10,UNVS,2020-02-23,CHITWN,South Korea,,,,,,M,31.0,27.0,Virgo
312,Eunho,Myung Eunho,2001-03-25,YOUNITE,2022-04-20,Brand New,South Korea,,,,,,M,22.0,21.0,Aries
313,Eunhyuk,Lee Hyukjae,1986-04-04,Super Junior,2005-11-06,SM,South Korea,176.0,58.0,Ilsan,Super Junior-M,,M,37.0,19.0,Aries
314,Eunice,Heo Sooyeon,1991-09-02,DIA,2015-07-14,MBK,South Korea,166.0,49.0,Busan,,,F,32.0,23.0,Virgo
315,Eunil,Kim Eunil,2003-11-21,TRENDZ,2022-01-05,Interpark,South Korea,,,,,,M,20.0,18.0,Scorpio
316,Eunjae,Kwak Eunjae,1996-05-02,14U,2017-04-17,BG,South Korea,,,,,,M,27.0,20.0,Taurus
317,Eunji,Jung Eunji,1993-08-18,Apink,2011-04-19,Plan A,South Korea,163.0,,Busan,,,F,30.0,17.0,Leo
318,Eunji,Hong Eunji,1992-07-19,Brave Girls,2011-04-08,Brave,South Korea,,,Seoul,,,F,31.0,18.0,Cancer
319,Eunjin,Ahn Eunjin,1997-08-31,,,,South Korea,170.0,49.0,Mokpo,,DIA,F,26.0,,Virgo
320,Eunjin,Moon Eunjin,1998-11-05,Highteen,2016-10-14,Elijah,South Korea,,,,,,F,25.0,17.0,Scorpio
321,Eunjin,Ma Eunjin,1997-05-23,Playback,2015-06-25,Coridel,South Korea,165.0,49.0,Wonju,,,F,26.0,18.0,Gemini
322,Eunjo,Park Eunjo,2002-03-07,Dreamnote,2018-11-07,iME,South Korea,164.0,46.0,,,,F,22.0,16.0,Pisces
323,Eunjun,Choi Eunjun,1999-08-06,AIMERS,2022-11-17,Hyper Rhythm,South Korea,,,,,Spectrum,M,24.0,23.0,Leo
324,Eunjung,Ham Eunjung,1988-12-12,T-ara,2009-07-29,MBK,South Korea,167.0,47.0,Seoul,,,F,35.0,20.0,Sagittarius
325,Eunki,Hong Eunki,1997-09-29,,,,South Korea,182.0,,,,RAINZ,M,26.0,,Libra
326,Eunkwang,Seo Eunkwang,1990-11-22,BtoB,2012-03-21,Cube,South Korea,173.0,62.0,Yongin,,,M,33.0,21.0,Sagittarius
327,Eunsang,Lee Eunsang,2002-10-26,YOUNITE,2022-04-20,Brand New,South Korea,180.0,58.0,,,X1,M,21.0,19.0,Scorpio
328,Eunseo,Son Juyeon,1998-05-27,WJSN,2016-02-25,Starship,South Korea,167.0,,Incheon,WJSN The Black,,F,25.0,17.0,Gemini
329,Eunsung,Lee Eunsung,2000-09-07,TheEastLight,2018-11-15,Stardium,South Korea,,,,,,M,23.0,18.0,Virgo
330,Eunwoo,Cha Eunwoo,1997-03-30,ASTRO,2016-02-23,Fantagio,South Korea,,,Gunpo,,,M,26.0,18.0,Aries
331,Eunwoo,Jeong Eunwoo,1998-07-01,Hinapia,2019-11-03,Alseulbit,South Korea,167.0,48.0,,Pristin V,Pristin,F,25.0,21.0,Cancer
332,Eunyoung,Joo Eunyoung,1992-06-12,Two X,2012-08-20,J. Tune,South Korea,,,,,,F,31.0,20.0,Gemini
333,Exy,Chu Sojung,1995-11-06,WJSN,2016-02-25,Starship,South Korea,166.0,,Busan,WJSN The Black,,F,28.0,20.0,Scorpio
334,Eyedi,Nam Yujin,1995-12-08,,,,South Korea,,,,,,F,28.0,,Sagittarius
335,E-Young,Noh Yiyoung,1992-08-16,After School,2009-01-15,Pledis,South Korea,,,Chuncheon,,,F,31.0,16.0,Leo
336,Fatou,Fatou Samba,1995-03-23,Blackswan,2020-10-16,DR,Belgium,173.0,,Yoff,,,F,28.0,25.0,Aries
337,Fei,Wang FeiFei,1987-04-27,miss A,2010-07-01,JYP,China,165.0,,Haikou,,,F,36.0,23.0,Taurus
338,Felix,Lee Youngbok,2000-09-15,Stray Kids,2018-03-25,JYP,South Korea,,,Sydney,,,M,23.0,17.0,Virgo
339,G.NA,Gina Jane Choi,1987-09-13,,,,Canada,167.0,,Edmonton,,,F,36.0,,Virgo
340,G.O,Jung Byunghee,1987-11-06,MBLAQ,2009-10-14,J. Tune,South Korea,,,Changwon,,,M,36.0,21.0,Scorpio
341,Gabin,Kim Gabin,1989-09-18,Blady,2011-05-16,Star Planet,South Korea,,,Busan,,,F,34.0,21.0,Virgo
342,Gabin,Yoo Seunghyun,2001-09-11,JWiiver,2022-02-17,JTG,South Korea,,,Busan,,,M,22.0,20.0,Virgo
343,Gaeul,Park Gaeul,1999-05-08,Favorite,2017-07-05,Astory,South Korea,164.0,48.0,Seoul,,,F,24.0,18.0,Taurus
344,Gaeul,Kim Gaeul,2002-09-24,IVE,2021-12-01,Starship,South Korea,166.0,46.0,Incheon,,,F,21.0,19.0,Libra
345,Gaeun,Cho Kaeun,1992-07-28,,,,South Korea,,,Changwon,,Dal Shabet,F,31.0,,Leo
346,Gaeun,Lee Gaeun,2000-07-18,ARTBEAT,2022-11-16,AB Creative,South Korea,,,,,,F,23.0,22.0,Cancer
347,Gaeun,Oh Gaeun,2005-11-08,LIMELIGHT,2023-02-17,143,South Korea,165.0,,,,,F,18.0,17.0,Scorpio
348,Gaga,Li Jia Jia,1999-09-01,,,,China,,,,,NATURE,F,24.0,,Virgo
349,Gaga,Lee Soobin,1994-11-10,Gate9,1999-01-26,JYP| SidusHQ,South Korea,164.0,,,,,F,29.0,4.0,Scorpio
350,Gahyeon,Lee Gahyeon,1999-02-03,Dreamcatcher,2017-01-13,Happy Face,South Korea,,,Seongnam,,,F,25.0,17.0,Aquarius
351,Gain,Son Gain,1987-09-20,Brown Eyed Girls,2006-03-02,Mystic,South Korea,,,,,,F,36.0,18.0,Virgo
352,Gaon,Beom Gaon,2001-03-09,Bonus Baby,2017-01-01,Maroo,South Korea,163.0,,,,,F,23.0,15.0,Pisces
353,Garam,Kim Garam,2005-11-16,,,,South Korea,170.0,,,,LE SSERAFIM,F,18.0,,Scorpio
354,Gayoon,Heo Gayoon,1990-05-18,4minute,2009-06-15,Cube,South Korea,165.0,,Seoul,2YOON,,F,33.0,19.0,Taurus
355,Gayoung,Kim Gayoung,1991-12-02,Stellar,2011-08-28,Pascal,South Korea,,,Seoul,,,F,32.0,19.0,Sagittarius
356,G-Dragon,Kwon Jiyong,1988-08-18,BIGBANG,2006-08-19,YG,South Korea,177.0,58.0,Seoul,GD&TOP,,M,35.0,18.0,Leo
357,Genie,Cho Heejin,2002-03-19,TRACER,2022-04-03,Gleamedia,South Korea,,,,,,F,21.0,20.0,Pisces
358,Geonu,Lee Geonwoo,2001-02-02,JUST B,2021-06-30,Bluedot,South Korea,176.0,,,,,M,23.0,20.0,Aquarius
359,Geumhee,Han Geumhee,2005-03-04,CSR,2022-07-27,A2Z,South Korea,,,Incheon,,,F,19.0,17.0,Pisces
360,Geummi,Baek Boram,1988-06-18,Crayon Pop,2012-07-18,Chrome,South Korea,165.0,,Seoul,,,F,35.0,24.0,Gemini
361,Gihwan,Kim Gihwan,1993-11-24,SIGNAL,2019-08-28,J-Star,South Korea,,,,,,M,30.0,25.0,Sagittarius
362,Gijung,Kim Gijung,2001-01-24,IM,2022-04-04,FC ENM,South Korea,180.0,,,,,M,23.0,21.0,Aquarius
363,Gikwang,Lee Gikwang,1990-03-30,Highlight,2009-10-14,Around Us,South Korea,171.0,58.0,Gwangju,,Beast,M,33.0,19.0,Aries
364,Giru,Park Giru,1991-08-14,Blady,2011-05-16,Star Planet,South Korea,,,Incheon,,,F,32.0,19.0,Leo
365,Giselle,Uchinaga Aeri,2000-10-30,aespa,2020-11-17,SM,Japan,166.0,,,,,F,23.0,20.0,Scorpio
366,Giseok,Jun Giseok,1997-05-02,IM,2022-04-04,FC ENM,South Korea,180.0,,,,,M,26.0,24.0,Taurus
367,GK,Kim Kwanghyun,1998-09-29,DKB,2020-02-03,Brave,South Korea,177.0,60.0,,,,M,25.0,21.0,Libra
368,Go_U,Jang Junho,2001-06-15,BLITZERS,2021-05-12,Wuzo,South Korea,,,,,,M,22.0,19.0,Gemini
369,Goeun,Na Goeun,1999-09-03,Purple Kiss,2021-03-15,RBW,South Korea,160.0,44.0,,,,F,24.0,21.0,Virgo
370,Gohn,Kim Dongsung,1992-08-01,,,,South Korea,,,Seoul,,Topp Dogg,M,31.0,,Leo
371,Gohyeon,Go Hyeon,1994-10-01,14U,2017-04-17,BG,South Korea,,,,,,M,29.0,22.0,Libra
372,Gon,Kim Seongjung,1998-11-13,ARGON,2019-03-11,MSH,South Korea,,,,,,M,25.0,20.0,Scorpio
373,Gongchan,Gong Chansik,1993-08-14,B1A4,2010-04-19,WM,South Korea,181.0,60.0,Suncheon,,,M,30.0,16.0,Leo
374,Gowon,Park Chaewon,2000-11-19,LOONA,2018-08-20,Blockberry,South Korea,,,,Loona yyxy,,F,23.0,17.0,Scorpio
375,Gowoon,Moon Yujeong,1998-12-18,Berry Good,2014-05-21,Asia Bridge,South Korea,167.0,,,,,F,25.0,15.0,Sagittarius
376,Gracie,Kim Gaeun,1996-10-28,H.U.B,2017-02-09,New Planet,South Korea,,,,,,F,27.0,20.0,Scorpio
377,Gun,Kwak Gun,2001-09-29,14U,2017-04-17,BG,South Korea,,,,,,M,22.0,15.0,Libra
378,Gunmin,Lee Gunmin,1994-10-03,B.I.G,2014-07-09,GH,South Korea,177.0,64.0,Gangwon,,,M,29.0,19.0,Libra
379,Gunwoo,Lee Gunwoo,1989-01-30,MYNAME,2011-10-27,H2,South Korea,,,Daejeon,,,M,35.0,22.0,Aquarius
380,Gunwoo,Kim Gunwoo,2002-05-28,T1419,2007-09-21,CJ E&M,South Korea,,,,,,M,21.0,5.0,Gemini
381,Gyehyeon,Jo Gyehyeon,1999-05-14,Verivery,2019-09-01,Jellyfish,South Korea,,,,,,M,24.0,20.0,Taurus
382,Gyeongtae,Kwon Gyeongtae,2000-07-23,14U,2017-04-17,BG,South Korea,,,,,,M,23.0,16.0,Leo
383,Gyujin,Han Gyujin,1997-11-21,UP10TION,2015-09-10,TOP Media,South Korea,,,Icheon,,,M,26.0,17.0,Scorpio
384,Gyuri,Jang Gyuri,1997-12-27,,,,South Korea,,,Seoul,,fromis_9,F,26.0,,Capricorn
385,Gyuri,Park Gyuri,1988-05-21,KARA,2007-03-29,DSP,South Korea,,,Seoul,,,F,35.0,18.0,Gemini
386,Habin,Yoo Habin,2002-03-10,,,,South Korea,165.0,48.0,,,Dreamnote,F,22.0,,Pisces
387,Haebin,Han Haebin,1995-08-16,Gugudan,2016-06-28,Jellyfish,South Korea,,,,,,F,28.0,20.0,Leo
388,Haechan,Lee Donghyuk,2000-06-06,NCT,2016-04-09,SM,South Korea,,,,NCT 127| NCT Dream,,M,23.0,15.0,Gemini
389,Haein,Yeom Haein,1995-05-19,LABOUM,2014-08-27,NH,South Korea,162.0,45.0,Ojeonggu,,,F,28.0,19.0,Taurus
390,Haemin,Jung Haemin,2004-03-16,8TURN,2023-01-30,MNH,South Korea,183.0,63.0,Cheonan,,,M,19.0,18.0,Pisces
391,Haena,Jeon Eunbi,2002-02-19,ANS,2019-09-16,ANS,South Korea,,,,,,F,22.0,17.0,Pisces
392,Haena,Lee Haena,1991-06-02,Matilda,2016-03-18,Box,South Korea,,165.0,,,,F,32.0,24.0,Gemini
393,Haeri,Lee Haeri,1985-02-14,Davichi,2008-02-04,CJ E&M,South Korea,,,Seoul,,,F,39.0,22.0,Aquarius
394,Haeri,Jung Haeri,1997-01-14,P.O.P,2017-07-26,DWM,South Korea,,,Seoul,,,F,27.0,20.0,Capricorn
395,Haerin,Kang Haerin,2006-05-15,NewJeans,2022-07-22,ADOR,South Korea,165.0,,Gimcheon,,,F,17.0,16.0,Taurus
396,Haeryeong,Na Haeryeong,1994-11-11,BESTie,2013-07-11,YNB,South Korea,,,,,,F,29.0,18.0,Scorpio
